action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
Investigate,Unusual VPN Location,Identity Modernization,,Information Technology,,,IT-011,security_alert_review,,,Kristen Richard,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-09 12:12:00
Update,,HELIX,,Regulatory Affairs,,,RA-013,record_update,,,William Powell,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 12:13:00
Review Group Membership,,Endpoint Security,,Information Technology,,,IT-023,identity_management,,,Daniel Diaz,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 12:13:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-025,file_access,GP217_Assay_Results.csv,,Justin Lee,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:14:00
Approve Rule Change,,Infrastructure,Research VLAN Rule UPdate,Information Technology,,,IT-002,firewall_update,,,Kelly Chan,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-09 12:14:00
Approve Patch Deployment,,Infrastructure,,Information Technology,,,IT-013,patch_management,,,James Cooper,Tucson,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-09 12:14:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-040,file_access,HELIX_Regulatory_Briefing_Package.docx,,Sara Klein,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:15:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-091,file_access,GP217_Sample_Tracking_Record.csv,,Amy Thompson,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:15:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-122,file_access,HELIX_Regulatory_Briefing_Package.docx,,Sarah Owens,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:15:00
Send,,Sample Processing,,Research,,,LT-009,teams_message,,,Lisa Pena,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-09 12:15:00
Update,,HELIX,,Regulatory Affairs,,,RA-005,record_update,,,Tracy Anderson,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 12:15:00
Review Remote Login,,Cloud Migration,,Information Technology,Remote-Laptop-017,,IT-001,vpn_review,,,Joshua Blake,Tucson,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-09 12:15:00
Approve Patch Deployment,,Infrastructure,,Information Technology,,,IT-026,patch_management,,,James Clark,Boston,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-09 12:15:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-115,file_access,GP217_Sample_Tracking_Record.csv,,Julie Townsend,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:16:00
Update,,Sample Processing,,Research,,,LT-033,record_update,,,Christine Rice,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 12:16:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-025,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Gail Garcia,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 12:16:00
Review,,Payroll,,Finance,,HELIX Budget Review,FA-017,budget_review,HELIX_Budget_Q2.xlsx,,James Gibbs,Tucson,,,Finance Analyst,Confidential,,ERP,2026-01-09 12:16:00
Review,,Recruiting,,Human Resources,,Research Scientist Candidate List,HR-006,candidate_review,Research_Scientist_Candidates.xlsx,,Bruce Hurley,Boston,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-09 12:16:00
Send,,Identity Modernization,,Information Technology,,,IT-030,teams_message,,,Rachel Huerta,Boston,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 12:16:00
Update,,Sample Processing,,Research,,,LT-036,record_update,,,Tyler Garza,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 12:17:00
Send,,HELIX,,Research,,,RS-070,teams_message,,,Melanie Williams,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:18:00
Send,,HELIX,,Research,,,RS-071,teams_message,,,Justin Lambert,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:18:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-118,file_access,GP217_Assay_Results.csv,,Jamie Bennett,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:18:00
Review Group Membership,,Cloud Migration,,Information Technology,,,IT-009,identity_management,,,Nicholas Stein,Boston,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 12:18:00
Review Remote Login,,Identity Modernization,,Information Technology,Remote-Laptop-017,,IT-029,vpn_review,,,Sarah Aguilar,Tucson,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-09 12:18:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-024,file_access,HELIX_Regulatory_Briefing_Package.docx,,Nicole Warner,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:19:00
Send,,HELIX,,Regulatory Affairs,,,RA-018,teams_message,,,Robert Stokes,Boston,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 12:19:00
Upload,,Quality Compliance,,Regulatory Affairs,,FDA Submission Package,RA-020,document_upload,FDA_Submission_Package_v1.zip,,Krista Hurst,Boston,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-09 12:19:00
Investigate,Unusual VPN Location,Cloud Migration,,Information Technology,,,IT-010,security_alert_review,,,Brenda Malone,Boston,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-09 12:19:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-019,file_access,GP217_Sample_Tracking_Record.csv,,Victoria Floyd,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:20:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-090,file_access,GP217_Assay_Results.csv,,Brianna Davis,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:20:00
Review,,Payroll,,Finance,,Payroll Reconciliation,FA-004,payroll_review,Payroll_Reconciliation.csv,,Ryan Stuart,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 12:20:00
Review Remote Login,,Infrastructure,,Information Technology,Remote-Laptop-017,,IT-018,vpn_review,,,Samantha Jackson,Tucson,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-09 12:20:00
Review Findings,,Identity Modernization,,Information Technology,,,IT-035,vulnerability_review,,,Carrie Mays,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 12:20:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-132,file_access,GP217_Assay_Results.csv,,Jeanette Ibarra,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:21:00
Upload,,Quality Compliance,,Regulatory Affairs,,FDA Submission Package,RA-006,document_upload,FDA_Submission_Package_v1.zip,,Howard Conway,Tucson,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-09 12:21:00
Approve,,HELIX,,Regulatory Affairs,,,RA-011,compliance_review,,,Crystal Griffin,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 12:21:00
Review,,Budget Planning,,Finance,,Payroll Reconciliation,FA-011,payroll_review,Payroll_Reconciliation.csv,,Michael Rodriguez,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 12:21:00
Approve,,Sample Processing,,Research,,,LT-004,record_update,,,Madeline Valentine,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-09 12:22:00
Approve,,Payroll,,Finance,,,FA-009,procurement_review,,,Debra Fisher,Tucson,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-09 12:22:00
Send,,Analytical Chemistry,,Research,,,RS-131,teams_message,,,Adam Montgomery,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:23:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-011,file_access,GP217_Sample_Tracking_Record.csv,,Jon Roberts,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:24:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-028,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Andrew Payne,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 12:24:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-025,file_access,GP217_Sample_Tracking_Record.csv,,Justin Lee,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:25:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-047,file_access,GP217_Assay_Results.csv,,Jamie Brooks,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:25:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-081,file_access,GP217_Assay_Results.csv,,James Davis,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:25:00
Create,,Recruiting,,Human Resources,,New Hire Onboarding Checklist,HR-004,onboarding_task,,,Lisa Stevens,Boston,,,Human Resources Specialist,Restricted,In Progress,HRIS,2026-01-09 12:25:00
Review,,Learning & Development,,Human Resources,,Cybersecurity Awareness Completion Report,HR-010,training_review,Security_Awareness_Completion.csv,,Julia Solomon,Boston,,,Human Resources Specialist,Restricted,,Learning Management System,2026-01-09 12:25:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-019,file_access,GP217_Sample_Tracking_Record.csv,,Victoria Floyd,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:26:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-045,file_access,HELIX_Regulatory_Briefing_Package.docx,,Thomas Butler,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:26:00
Calibrate,,Laboratory Operations,,Research,,,LT-015,instrument_use,,Centrifuge-03,Jacob Martinez,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 12:26:00
Review,,Laboratory Operations,,Research,,Quality Control Checklist,LT-027,file_access,QC_Checklist_v3.pdf,,Tina Conley,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-09 12:26:00
Upload,,Quality Compliance,,Regulatory Affairs,,FDA Submission Package,RA-032,document_upload,FDA_Submission_Package_v1.zip,,Donald Perez,Boston,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-09 12:26:00
Approve Patch Deployment,,Identity Modernization,,Information Technology,,,IT-021,patch_management,,,Christopher Thomas,Tucson,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-09 12:26:00
Investigate,Unusual VPN Location,Identity Modernization,,Information Technology,,,IT-030,security_alert_review,,,Rachel Huerta,Boston,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-09 12:26:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-015,file_access,HELIX_Regulatory_Briefing_Package.docx,,Carla Wade,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:27:00
Calibrate,,HELIX,,Research,,,LT-003,instrument_use,,Centrifuge-03,Mary Blackburn,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 12:27:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-026,file_access,HELIX_Regulatory_Briefing_Package.docx,,Julie Patton,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:28:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-057,file_access,HELIX_Regulatory_Briefing_Package.docx,,Kevin Wood,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:28:00
Calibrate,,Laboratory Operations,,Research,,,LT-020,instrument_use,,Centrifuge-03,Matthew Coleman,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 12:28:00
Send,,Clinical Support,,Research,,,RS-015,teams_message,,,Carla Wade,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:29:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-093,file_access,GP217_Assay_Results.csv,,Tamara Mcgee,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:29:00
Review,,Recruiting,,Human Resources,,Cybersecurity Awareness Completion Report,HR-001,training_review,Security_Awareness_Completion.csv,,Michael Wilson,Tucson,,,Human Resources Specialist,Restricted,,Learning Management System,2026-01-09 12:29:00
Review Group Membership,,Cloud Migration,,Information Technology,,,IT-028,identity_management,,,Kathy Andrade,Boston,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 12:29:00
Review Group Membership,,Identity Modernization,,Information Technology,,,IT-029,identity_management,,,Sarah Aguilar,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 12:29:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-126,file_access,GP217_Sample_Tracking_Record.csv,,Kayla Brown,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:30:00
Approve,,Sample Processing,,Research,,,LT-001,record_update,,,Charles Snyder,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-09 12:30:00
Approve,,Budget Planning,,Finance,,,FA-028,procurement_review,,,Jamie Cannon,Tucson,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-09 12:30:00
Create,,Recruiting,,Human Resources,,New Hire Onboarding Checklist,HR-008,onboarding_task,,,Laura Middleton,Boston,,,Human Resources Specialist,Restricted,In Progress,HRIS,2026-01-09 12:30:00
Review Remote Login,,Infrastructure,,Information Technology,Remote-Laptop-017,,IT-018,vpn_review,,,Samantha Jackson,Tucson,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-09 12:30:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-099,file_access,HELIX_Regulatory_Briefing_Package.docx,,Barbara Orr,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:31:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-104,file_access,GP217_Sample_Tracking_Record.csv,,Cindy Odonnell,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:31:00
Send,,Clinical Support,,Research,,,RS-127,teams_message,,,Robin Wise,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:31:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-015,file_access,GP217_Sample_Tracking_Record.csv,,Carla Wade,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:32:00
Review,,Sample Processing,,Research,,Quality Control Checklist,LT-045,file_access,QC_Checklist_v3.pdf,,John Santos,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-09 12:32:00
Send,,FDA Submission,,Regulatory Affairs,,,RA-030,teams_message,,,Rachel Williams,Boston,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 12:32:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-035,file_access,GP217_Sample_Tracking_Record.csv,,Leslie Burton,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:33:00
Calibrate,,Laboratory Operations,,Research,,,LT-010,instrument_use,,Centrifuge-03,Chelsea Miller,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 12:33:00
Review Findings,,Endpoint Security,,Information Technology,,,IT-019,vulnerability_review,,,Susan Greene,Boston,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 12:33:00
Review Endpoint Health,,Endpoint Security,,Information Technology,Research-Laptop-042,,IT-022,endpoint_review,,,Stephen Bridges,Boston,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-09 12:34:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-081,file_access,HELIX_Regulatory_Briefing_Package.docx,,James Davis,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:35:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-086,file_access,HELIX_Regulatory_Briefing_Package.docx,,Marie Wright,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:35:00
Approve,,Sample Processing,,Research,,,LT-018,record_update,,,Jessica Hanson,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-09 12:36:00
Reset Password,,Identity Modernization,,Information Technology,,,IT-025,identity_management,,,Amanda Gordon,Tucson,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 12:36:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-098,file_access,GP217_Assay_Results.csv,,Janet Rodriguez,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:37:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-136,file_access,HELIX_Regulatory_Briefing_Package.docx,,Steven Roth,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:37:00
Approve,,Laboratory Operations,,Research,,,LT-024,record_update,,,Sharon Henry,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-09 12:37:00
Review,,FDA Submission,,Regulatory Affairs,,FDA Submission Draft,RA-001,document_review,FDA_Submission_Draft_v5.docx,,Ryan Anderson,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 12:37:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-025,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Gail Garcia,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 12:37:00
Review,,Benefits,,Human Resources,,Research Scientist Candidate List,HR-017,candidate_review,Research_Scientist_Candidates.xlsx,,Nicole Calderon,Boston,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-09 12:37:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-008,file_access,HELIX_Regulatory_Briefing_Package.docx,,Keith Miller,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:38:00
Send,,Clinical Support,,Research,,,RS-127,teams_message,,,Robin Wise,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:38:00
Review,,HELIX,,Research,,Quality Control Checklist,LT-023,file_access,QC_Checklist_v3.pdf,,Stephanie Miller,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-09 12:38:00
Send,,HELIX,,Research,,,RS-046,teams_message,,,Angelica Sullivan,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:39:00
Approve,,HELIX,,Regulatory Affairs,,,RA-004,compliance_review,,,Peggy Jordan,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 12:39:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-019,teams_message,,,Larry Wilcox,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 12:39:00
Send,,FDA Submission,,Regulatory Affairs,,,RA-022,teams_message,,,Elizabeth Potter,Boston,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 12:39:00
Review,,Budget Planning,,Finance,,Payroll Reconciliation,FA-023,payroll_review,Payroll_Reconciliation.csv,,Zachary Becker,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 12:39:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-032,file_access,GP217_Sample_Tracking_Record.csv,,Michael Sanders,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:40:00
Review Group Membership,,Endpoint Security,,Information Technology,,,IT-006,identity_management,,,Donald Gill,Boston,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 12:40:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-007,file_access,GP217_Sample_Tracking_Record.csv,,Christopher Lang,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:41:00
Calibrate,,Sample Processing,,Research,,,LT-045,instrument_use,,Centrifuge-03,John Santos,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 12:41:00
Send,,FDA Submission,,Regulatory Affairs,,,RA-010,teams_message,,,Jeffrey Briggs,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 12:41:00
Send,,Learning & Development,,Human Resources,,,HR-010,teams_message,,,Julia Solomon,Boston,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-09 12:41:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-091,file_access,HELIX_Regulatory_Briefing_Package.docx,,Amy Thompson,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:42:00
Operate,,Laboratory Operations,,Research,,,LT-020,instrument_use,,Mass Spectrometer-02,Matthew Coleman,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 12:42:00
Review Endpoint Health,,Endpoint Security,,Information Technology,Research-Laptop-042,,IT-022,endpoint_review,,,Stephen Bridges,Boston,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-09 12:42:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-088,file_access,GP217_Sample_Tracking_Record.csv,,Spencer Aguilar,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:43:00
Send,,Biomarker Discovery,,Research,,,RS-026,teams_message,,,Julie Patton,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:44:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-031,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jason Crawford,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:44:00
Send,,Analytical Chemistry,,Research,,,RS-038,teams_message,,,Elizabeth Hall,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:44:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-083,file_access,GP217_Assay_Results.csv,,Brandy Armstrong,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:44:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-105,file_access,GP217_Assay_Results.csv,,David Mason,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:44:00
Send,,HELIX,,Research,,,LT-039,teams_message,,,Kirsten Collins,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-09 12:44:00
Send,,HELIX,,Research,,,RS-107,teams_message,,,Katie Hooper,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:45:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-118,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jamie Bennett,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:45:00
Review,,FDA Submission,,Regulatory Affairs,,FDA Submission Draft,RA-001,document_review,FDA_Submission_Draft_v5.docx,,Ryan Anderson,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 12:45:00
Review,,Corporate Strategy,,Executive Leadership,,Quarterly Financial Forecast,EX-008,financial_report_access,Quarterly_Forecast_Q1.pdf,,John Hall,Tucson,,,Executive Leadership,Trade Secret,,Financial Reporting,2026-01-09 12:45:00
Send,,Clinical Support,,Research,,,RS-061,teams_message,,,Laura Lucas,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:46:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-136,file_access,HELIX_Regulatory_Briefing_Package.docx,,Steven Roth,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:46:00
Upload,,HELIX,,Regulatory Affairs,,FDA Submission Package,RA-011,document_upload,FDA_Submission_Package_v1.zip,,Crystal Griffin,Boston,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-09 12:46:00
Upload,,Quality Compliance,,Regulatory Affairs,,FDA Submission Package,RA-036,document_upload,FDA_Submission_Package_v1.zip,,Christopher Cruz,Tucson,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-09 12:46:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-036,file_access,HELIX_Regulatory_Briefing_Package.docx,,Travis Bradley,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:47:00
Send,,Clinical Support,,Research,,,RS-054,teams_message,,,Chelsea Vega,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 12:47:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-055,file_access,GP217_Sample_Tracking_Record.csv,,Kelly Wallace,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:47:00
Update,,Recruiting,,Human Resources,,Open Enrollment Form,HR-001,benefits_update,Open_Enrolment_Form.pdf,,Michael Wilson,Tucson,,Benefits Case BE-1182,Human Resources Specialist,Restricted,,Benefits Administration,2026-01-09 12:47:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-051,file_access,HELIX_Regulatory_Briefing_Package.docx,,Nicholas Reilly,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 12:48:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-060,file_access,GP217_Sample_Tracking_Record.csv,,Rebecca Johnson,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:48:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-082,file_access,GP217_Assay_Results.csv,,Jermaine Ramirez,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 12:48:00
Calibrate,,Laboratory Operations,,Research,,,LT-041,instrument_use,,Centrifuge-03,Michael Johnson,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 12:48:00
Edit,,HELIX,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-011,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Crystal Griffin,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 12:48:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-102,file_access,GP217_Sample_Tracking_Record.csv,,Desiree Jackson,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 12:50:00
