action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
Approve Rule Change,,Endpoint Security,Research VLAN Rule UPdate,Information Technology,,,IT-003,firewall_update,,,Marvin Davis,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-06 12:49:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-129,file_access,GP217_Assay_Results.csv,,Deborah Bradley,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 12:50:00
Calibrate,,HELIX,,Research,,,LT-035,instrument_use,,Centrifuge-03,Toni Santos,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 12:50:00
Update,,Sample Processing,,Research,,,LT-036,record_update,,,Tyler Garza,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 12:50:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-094,file_access,HELIX_Regulatory_Briefing_Package.docx,,Randy House,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 12:51:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-136,file_access,GP217_Assay_Results.csv,,Steven Roth,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 12:51:00
Review Group Membership,,Cloud Migration,,Information Technology,,,IT-024,identity_management,,,Aaron Potter,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 12:51:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-025,compliance_review,,,Gail Garcia,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 12:52:00
Review,,Budget Planning,,Finance,,HELIX Budget Review,FA-027,budget_review,HELIX_Budget_Q2.xlsx,,Joseph Lee,Boston,,,Finance Analyst,Confidential,,ERP,2026-01-06 12:52:00
Reset Password,,Cloud Migration,,Information Technology,,,IT-027,identity_management,,,Rodney Blackburn,Tucson,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 12:52:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-064,file_access,HELIX_Regulatory_Briefing_Package.docx,,Ricky Moore,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 12:53:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-071,file_access,GP217_Assay_Results.csv,,Justin Lambert,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 12:53:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-078,file_access,GP217_Assay_Results.csv,,Christina Lee,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 12:53:00
Review,,FDA Submission,,Regulatory Affairs,,FDA Submission Draft,RA-022,document_review,FDA_Submission_Draft_v5.docx,,Elizabeth Potter,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-06 12:53:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-036,compliance_review,,,Christopher Cruz,Tucson,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 12:53:00
Send,,Benefits,,Human Resources,,,HR-021,teams_message,,,Robert Harris,Tucson,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-06 12:53:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-031,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jason Crawford,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 12:54:00
Review,,FDA Submission,,Regulatory Affairs,,FDA Submission Draft,RA-001,document_review,FDA_Submission_Draft_v5.docx,,Ryan Anderson,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-06 12:54:00
Send,,Biomarker Discovery,,Research,,,RS-005,teams_message,,,Roger Silva,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 12:55:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-112,file_access,GP217_Assay_Results.csv,,Tracie Smith,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 12:55:00
Send,,Laboratory Operations,,Research,,,LT-015,teams_message,,,Jacob Martinez,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-06 12:55:00
Send,,Identity Modernization,,Information Technology,,,IT-021,teams_message,,,Christopher Thomas,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-06 12:55:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-014,file_access,HELIX_Regulatory_Briefing_Package.docx,,Tammy Castaneda,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 12:56:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-051,file_access,GP217_Sample_Tracking_Record.csv,,Nicholas Reilly,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 12:56:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-057,file_access,GP217_Assay_Results.csv,,Kevin Wood,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 12:56:00
Update,,Quality Compliance,,Regulatory Affairs,,,RA-021,record_update,,,Angela Ramirez,Tucson,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 12:58:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-040,file_access,GP217_Sample_Tracking_Record.csv,,Sara Klein,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:00:00
Update,,HELIX,,Research,,,LT-044,record_update,,,Scott Buck,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:00:00
Review Group Membership,,Cloud Migration,,Information Technology,,,IT-001,identity_management,,,Joshua Blake,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 13:00:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-093,file_access,HELIX_Regulatory_Briefing_Package.docx,,Tamara Mcgee,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 13:01:00
Review Endpoint Health,,Identity Modernization,,Information Technology,Research-Laptop-042,,IT-004,endpoint_review,,,Edward Schmitt,Tucson,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-06 13:01:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-117,file_access,GP217_Sample_Tracking_Record.csv,,Jamie Ochoa,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:02:00
Approve,,HELIX,,Research,,,LT-040,record_update,,,Marcus Tucker,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:02:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-117,file_access,GP217_Sample_Tracking_Record.csv,,Jamie Ochoa,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:03:00
Review,,Sample Processing,,Research,,Quality Control Checklist,LT-036,file_access,QC_Checklist_v3.pdf,,Tyler Garza,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-06 13:03:00
Review,,Laboratory Operations,,Research,,Quality Control Checklist,LT-037,file_access,QC_Checklist_v3.pdf,,Aaron Patterson,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-06 13:03:00
Approve Patch Deployment,,Identity Modernization,,Information Technology,,,IT-004,patch_management,,,Edward Schmitt,Tucson,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-06 13:03:00
Send,,HELIX,,Research,,,RS-067,teams_message,,,Christina Hester,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:04:00
Send,,Budget Planning,,Finance,,,FA-013,teams_message,,,Gerald Liu,Boston,Human Resources,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-06 13:04:00
Review Group Membership,,Infrastructure,,Information Technology,,,IT-002,identity_management,,,Kelly Chan,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 13:04:00
Send,,Infrastructure,,Information Technology,,,IT-013,teams_message,,,James Cooper,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-06 13:04:00
Approve Rule Change,,Identity Modernization,Research VLAN Rule UPdate,Information Technology,,,IT-030,firewall_update,,,Rachel Huerta,Boston,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-06 13:04:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-050,file_access,HELIX_Regulatory_Briefing_Package.docx,,Rhonda Wallace,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 13:05:00
Update,,Sample Processing,,Research,,,LT-028,record_update,,,Rebecca Zavala,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:05:00
Review,,Payroll,,Finance,,HELIX Budget Review,FA-031,budget_review,HELIX_Budget_Q2.xlsx,,Larry Bender,Tucson,,,Finance Analyst,Confidential,,ERP,2026-01-06 13:05:00
Create,,Benefits,,Human Resources,,New Hire Onboarding Checklist,HR-018,onboarding_task,,,Karen Campos,Tucson,,,Human Resources Specialist,Restricted,In Progress,HRIS,2026-01-06 13:05:00
Review Remote Login,,Endpoint Security,,Information Technology,Remote-Laptop-017,,IT-012,vpn_review,,,Travis Davies,Boston,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-06 13:05:00
Review,,Research Portfolio,,Executive Leadership,,Quarterly Financial Forecast,EX-001,financial_report_access,Quarterly_Forecast_Q1.pdf,,Jonathan Hardin,Boston,,,Executive Leadership,Trade Secret,,Financial Reporting,2026-01-06 13:05:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-052,file_access,HELIX_Regulatory_Briefing_Package.docx,,Abigail Hayes,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 13:06:00
Send,,Clinical Support,,Research,,,RS-138,teams_message,,,Austin Lopez,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:06:00
Calibrate,,HELIX,,Research,,,LT-019,instrument_use,,Centrifuge-03,James Galloway,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 13:06:00
Approve Rule Change,,Endpoint Security,Research VLAN Rule UPdate,Information Technology,,,IT-022,firewall_update,,,Stephen Bridges,Boston,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-06 13:06:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-112,file_access,HELIX_Regulatory_Briefing_Package.docx,,Tracie Smith,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 13:08:00
Calibrate,,HELIX,,Research,,,LT-039,instrument_use,,Centrifuge-03,Kirsten Collins,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 13:08:00
Approve,,HELIX,,Research,,,LT-017,record_update,,,Amanda Ward,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:09:00
Send,,Biomarker Discovery,,Research,,,RS-011,teams_message,,,Jon Roberts,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:10:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-124,file_access,GP217_Assay_Results.csv,,Kayla Knapp,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 13:10:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-129,file_access,HELIX_Regulatory_Briefing_Package.docx,,Deborah Bradley,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 13:10:00
Update,,Laboratory Operations,,Research,,,LT-020,record_update,,,Matthew Coleman,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:10:00
Update,,FDA Submission,,Regulatory Affairs,,,RA-034,record_update,,,Nicholas Mcbride,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 13:10:00
Reset Password,,Infrastructure,,Information Technology,,,IT-013,identity_management,,,James Cooper,Tucson,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 13:10:00
Approve Patch Deployment,,Endpoint Security,,Information Technology,,,IT-022,patch_management,,,Stephen Bridges,Boston,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-06 13:10:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-093,file_access,GP217_Sample_Tracking_Record.csv,,Tamara Mcgee,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:11:00
Operate,,Sample Processing,,Research,,,LT-008,instrument_use,,Mass Spectrometer-02,Amy Baker,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 13:11:00
Operate,,Laboratory Operations,,Research,,,LT-015,instrument_use,,Mass Spectrometer-02,Jacob Martinez,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 13:11:00
Update,,HELIX,,Research,,,LT-044,record_update,,,Scott Buck,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:11:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-006,teams_message,,,Howard Conway,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 13:11:00
Send,,Clinical Support,,Research,,,RS-097,teams_message,,,Carl Mendez,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:12:00
Send,,Clinical Support,,Research,,,RS-132,teams_message,,,Jeanette Ibarra,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:12:00
Update,,FDA Submission,,Regulatory Affairs,,,RA-022,record_update,,,Elizabeth Potter,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 13:12:00
Approve Rule Change,,Infrastructure,Research VLAN Rule UPdate,Information Technology,,,IT-032,firewall_update,,,Sara Hernandez,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-06 13:12:00
Update,,Sample Processing,,Research,,,LT-021,record_update,,,Bryan Murphy,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:13:00
Send,,FDA Submission,,Regulatory Affairs,,,RA-010,teams_message,,,Jeffrey Briggs,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 13:13:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-020,file_access,GP217_Sample_Tracking_Record.csv,,Derrick Johnson,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:14:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-130,file_access,HELIX_Regulatory_Briefing_Package.docx,,Joseph Wood,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 13:14:00
Reset Password,,Cloud Migration,,Information Technology,,,IT-028,identity_management,,,Kathy Andrade,Boston,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 13:14:00
Send,,Clinical Support,,Research,,,RS-032,teams_message,,,Michael Sanders,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:15:00
Update,,HELIX,,Regulatory Affairs,,,RA-014,record_update,,,Tyrone Miller,Tucson,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 13:15:00
Investigate,Unusual VPN Location,Cloud Migration,,Information Technology,,,IT-027,security_alert_review,,,Rodney Blackburn,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-06 13:15:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-030,file_access,GP217_Sample_Tracking_Record.csv,,Lisa Mason,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:16:00
Review,,HELIX,,Research,,Quality Control Checklist,LT-029,file_access,QC_Checklist_v3.pdf,,Paul Johnson,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-06 13:16:00
Update,,Recruiting,,Human Resources,,Open Enrollment Form,HR-002,benefits_update,Open_Enrolment_Form.pdf,,Susan Carrillo,Tucson,,Benefits Case BE-1182,Human Resources Specialist,Restricted,,Benefits Administration,2026-01-06 13:16:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-032,file_access,GP217_Sample_Tracking_Record.csv,,Michael Sanders,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:17:00
Send,,HELIX,,Research,,,RS-083,teams_message,,,Brandy Armstrong,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:17:00
Send,,Benefits,,Human Resources,,,HR-005,teams_message,,,Felicia Fisher,Tucson,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-06 13:17:00
Review Findings,,Identity Modernization,,Information Technology,,,IT-011,vulnerability_review,,,Kristen Richard,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-06 13:18:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-066,file_access,GP217_Assay_Results.csv,,Rachael Hayes,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 13:19:00
Review,,Quality Compliance,,Regulatory Affairs,,FDA Submission Draft,RA-031,document_review,FDA_Submission_Draft_v5.docx,,Kimberly Bautista,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-06 13:19:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-087,file_access,HELIX_Regulatory_Briefing_Package.docx,,Donna Allen,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 13:20:00
Approve,,Laboratory Operations,,Research,,,LT-020,record_update,,,Matthew Coleman,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:20:00
Open,,Budget Planning,,Finance,,Quarterly Forecast,FA-013,financial_report_access,Quarterly_Forecast_Q2.pdf,,Gerald Liu,Boston,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-06 13:20:00
Investigate,Unusual VPN Location,Identity Modernization,,Information Technology,,,IT-035,security_alert_review,,,Carrie Mays,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-06 13:20:00
Calibrate,,Laboratory Operations,,Research,,,LT-010,instrument_use,,Centrifuge-03,Chelsea Miller,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 13:21:00
Approve,,Budget Planning,,Finance,,,FA-018,procurement_review,,,Jessica Haynes,Boston,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-06 13:21:00
Review Remote Login,,Endpoint Security,,Information Technology,Remote-Laptop-017,,IT-006,vpn_review,,,Donald Gill,Boston,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-06 13:21:00
Investigate,Unusual VPN Location,Identity Modernization,,Information Technology,,,IT-035,security_alert_review,,,Carrie Mays,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-06 13:22:00
Send,,Biomarker Discovery,,Research,,,RS-002,teams_message,,,John Wright,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:23:00
Approve,,HELIX,,Regulatory Affairs,,,RA-016,compliance_review,,,Mathew Patel,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 13:23:00
Send,,Recruiting,,Human Resources,,,HR-022,teams_message,,,Gregory Guerrero,Boston,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-06 13:23:00
Send,,Identity Modernization,,Information Technology,,,IT-035,teams_message,,,Carrie Mays,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-06 13:23:00
Send,,Biomarker Discovery,,Research,,,RS-051,teams_message,,,Nicholas Reilly,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:24:00
Approve,,HELIX,,Research,,,LT-014,record_update,,,Nicole Bailey,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:24:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-073,file_access,GP217_Assay_Results.csv,,Victoria Wallace,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 13:25:00
Open,,Payroll,,Finance,,Quarterly Forecast,FA-008,financial_report_access,Quarterly_Forecast_Q2.pdf,,Joanna Powell,Boston,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-06 13:25:00
Approve Patch Deployment,,Identity Modernization,,Information Technology,,,IT-005,patch_management,,,Tamara Pacheco,Tucson,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-06 13:25:00
Open,,Procurement,,Finance,,Quarterly Forecast,FA-005,financial_report_access,Quarterly_Forecast_Q2.pdf,,Richard Martinez,Tucson,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-06 13:26:00
Send,,Clinical Support,,Research,,,RS-085,teams_message,,,Antonio Guerra,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:27:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-120,file_access,GP217_Sample_Tracking_Record.csv,,Thomas Perez,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:27:00
Open,,Payroll,,Finance,,Quarterly Forecast,FA-009,financial_report_access,Quarterly_Forecast_Q2.pdf,,Debra Fisher,Tucson,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-06 13:27:00
Send,,Analytical Chemistry,,Research,,,RS-020,teams_message,,,Derrick Johnson,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:28:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-091,file_access,HELIX_Regulatory_Briefing_Package.docx,,Amy Thompson,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 13:28:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-024,file_access,GP217_Sample_Tracking_Record.csv,,Nicole Warner,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:29:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-026,file_access,GP217_Assay_Results.csv,,Julie Patton,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 13:29:00
Operate,,HELIX,,Research,,,LT-003,instrument_use,,Mass Spectrometer-02,Mary Blackburn,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 13:29:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-031,teams_message,,,Kimberly Bautista,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 13:29:00
Review,,Budget Planning,,Finance,,HELIX Budget Review,FA-023,budget_review,HELIX_Budget_Q2.xlsx,,Zachary Becker,Tucson,,,Finance Analyst,Confidential,,ERP,2026-01-06 13:29:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-043,file_access,GP217_Sample_Tracking_Record.csv,,Kenneth Holland,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 13:30:00
Send,,HELIX,,Research,,,RS-067,teams_message,,,Christina Hester,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:30:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-072,file_access,GP217_Assay_Results.csv,,Guy Berg,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 13:30:00
Reset Password,,Infrastructure,,Information Technology,,,IT-032,identity_management,,,Sara Hernandez,Tucson,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 13:30:00
Review,,Corporate Strategy,,Executive Leadership,,Board Meeting Briefing,EX-008,board_report,Board_Meeting_Briefing_Q1.pdf,,John Hall,Tucson,,,Executive Leadership,Trade Secret,,Board Portal,2026-01-06 13:30:00
Calibrate,,Laboratory Operations,,Research,,,LT-020,instrument_use,,Centrifuge-03,Matthew Coleman,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 13:31:00
Review Endpoint Health,,Infrastructure,,Information Technology,Research-Laptop-042,,IT-008,endpoint_review,,,Mark Davis,Boston,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-06 13:31:00
Review Remote Login,,Cloud Migration,,Information Technology,Remote-Laptop-017,,IT-009,vpn_review,,,Nicholas Stein,Boston,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-06 13:31:00
Send,,Identity Modernization,,Information Technology,,,IT-029,teams_message,,,Sarah Aguilar,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-06 13:31:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-029,file_access,GP217_Assay_Results.csv,,John Mcdonald,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 13:32:00
Send,,Clinical Support,,Research,,,RS-069,teams_message,,,Karen Mooney,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:32:00
Review Findings,,Infrastructure,,Information Technology,,,IT-008,vulnerability_review,,,Mark Davis,Boston,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-06 13:32:00
Investigate,Unusual VPN Location,Infrastructure,,Information Technology,,,IT-026,security_alert_review,,,James Clark,Boston,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-06 13:32:00
Review Remote Login,,Infrastructure,,Information Technology,Remote-Laptop-017,,IT-018,vpn_review,,,Samantha Jackson,Tucson,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-06 13:33:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-073,file_access,GP217_Assay_Results.csv,,Victoria Wallace,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 13:34:00
Calibrate,,Sample Processing,,Research,,,LT-028,instrument_use,,Centrifuge-03,Rebecca Zavala,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 13:34:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-058,file_access,GP217_Assay_Results.csv,,Cynthia Kennedy,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 13:35:00
Send,,Clinical Support,,Research,,,RS-126,teams_message,,,Kayla Brown,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 13:35:00
Update,,Laboratory Operations,,Research,,,LT-005,record_update,,,Christopher Smith,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 13:35:00
Upload,,Quality Compliance,,Regulatory Affairs,,FDA Submission Package,RA-025,document_upload,FDA_Submission_Package_v1.zip,,Gail Garcia,Boston,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-06 13:35:00
